,Appetizers,Beverages,Breads,Breakfast and Brunch,Cocktails,Condiments and Sauces,Desserts,Lunch,Main Dishes,Salads,Side Dishes,Snacks,Soups
3-Ingredient-Brownies-1583683,0,0,0,0,0,0,1,0,0,0,0,0,0
3-Ingredient-Chocolate-Hazelnut-_Nutella_-Brownies-1642812,0,0,0,0,0,0,1,0,0,0,0,0,0
4-Ingredient-Beetroot-Brownies-1231758,0,0,0,0,0,0,1,0,0,0,0,0,0
5-Ingredient-Fudgy-Flourless-Protein-Brownies-1551785,0,0,0,0,0,0,1,0,0,0,0,0,0
Almond-Brownies-with-Dulce-de-Leche-1577244,0,0,0,0,0,0,1,0,0,0,0,0,0
Amazing-Low-Carb-Brownies-839365,0,0,0,0,0,0,1,0,0,0,0,0,0
Avocado-Brownies-1037603,0,0,0,0,0,0,1,0,0,0,0,0,0
Avocado-Brownies-1489623,0,0,0,0,0,0,1,0,0,0,0,0,0
Avocado-Brownies-539107,0,0,0,0,0,0,1,0,0,0,0,0,0
Avocado-Quinoa-Brownies-1171350,0,0,0,0,0,0,1,0,0,0,0,0,0
Bailey_s-Irish-Cream-Brownies-1564722,0,0,0,0,0,0,1,0,0,0,0,0,0
Bakery-Style-Frosted-Brownies-1633075,0,0,0,0,0,0,1,0,0,0,0,0,0
Basic-Fudgy-Brownies-990482,0,0,0,0,0,0,1,0,0,0,0,0,0
Best-Ever-Fudge-Brownies-1049494,0,0,0,0,0,0,1,0,0,0,0,0,0
Best-Oreo-Brownies-Ever-1167696,0,0,0,0,0,0,1,0,0,0,0,0,0
Better-Than-Brownies-Cookies-1094924,0,0,0,0,0,0,1,0,0,0,0,0,0
Big-Batch-Fudgy-Brownies-1059708,0,0,0,0,0,0,1,0,0,0,0,0,0
Big_-Fat_-Moist-Brownies-1175370,0,0,0,0,0,0,1,0,0,0,0,0,0
Biscoff-Rolo-Blondie-Brownies-1128891,0,0,0,0,0,0,1,0,0,0,0,0,0
Bisquick-Brownies-678986,0,0,0,0,0,0,1,0,0,0,0,0,0
Black-Bean-Brownies-1642084,0,0,0,0,0,0,1,0,0,0,0,0,0
Black-Forest-Brownies-1638586,0,0,0,0,0,0,1,0,0,0,0,0,0
Black-Forest-Brownies-979272,0,0,0,0,0,0,1,0,0,0,0,0,0
Blonde-Brownies-1339795,0,0,0,0,0,0,1,0,0,0,0,0,0
Blueberry-Brownies-1177885,0,0,0,0,0,0,1,0,0,0,0,0,0
Blueberry-Brownies-685591,0,0,0,0,0,0,1,0,0,0,0,0,0
Boozy-Brownies-1007641,0,0,0,0,0,0,1,0,0,0,0,0,0
Boozy-Raspberry-Poke-Brownies-1219447,0,0,0,0,0,0,1,0,0,0,0,0,0
Boston-Cooking-School-Brownies-440714,0,0,0,0,0,0,1,0,0,0,0,0,0
Breakfast-Brownies-1377805,0,0,0,1,0,0,1,0,0,0,0,0,0
Brittle-and-jam-blonde-brownies-309059,0,0,0,0,0,0,1,0,0,0,0,0,0
Brookies-_Brownie-Cookies_-1605167,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-531882,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-898499,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-BOMB-Bars_-1631592,0,0,0,0,0,0,1,1,0,0,0,1,0
Brownie-Baklava-1031055,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Banana-Splits-1638557,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Batter-Cheeseball-1493323,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Batter-Dip-1183927,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Batter-Muddy-Buddies-1416593,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Biscoff-Puppy-Chow-1638684,0,0,0,0,0,0,1,1,0,0,0,0,0
Brownie-Biscotti-Allrecipes,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Bottom-Cookie-Dough-Cheesecake-1505145,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Bowl-Sundaes-1216146,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Brittles-1347617,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Buttons-MyRecipes-234834,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Caramel-Cheesecake-1239473,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Crusted-Cookie-Dough-Cheesecake-1634074,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Enormous-474724,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Fruit-Pizza-1587426,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Ice-Cream-513417,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Mix-1204617,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Protein-Parfait-1080383,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Pudding-475045,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Pudding-539887,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Pudding-970160,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Walnut-Pie-1332918,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownies-For-One-1471046,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownies-Iv-Allrecipes,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownies-With-Creamy-Chocolate-Frosting-_Vegan_-Raw_-Gluten-Free_-1686869,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownies-from-Amys-Bread-489804,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownies-on-a-Stick-1448448,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownies-stuffed-Smore_s-Bars-1034851,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownies-with-Irish-Cream-Topping-1565733,0,0,0,0,0,0,1,0,0,0,0,0,0
Buckeye-Brownies-1202012,0,0,0,0,0,0,1,0,0,0,0,0,0
Buckeye-Brownies-1546370,0,0,0,0,0,0,1,0,0,0,0,0,0
Butterfinger-brownies-369974,0,0,0,0,0,0,1,0,0,0,0,0,0
Butterscotch-Brownies-1070483,0,0,0,0,0,0,1,0,0,0,0,0,0
Butterscotch-Brownies-373700,0,0,0,0,0,0,1,0,0,0,0,0,0
Butterscotch-Brownies-with-Caramel-Icing-472954,0,0,0,0,0,0,1,0,0,0,0,0,0
Butterscotch-Cocoa-Brownies-1080101,0,0,0,0,0,0,1,0,0,0,0,0,0
Cadbury-Creme-Egg-Brownies-1565559,0,0,0,0,0,0,1,0,0,0,0,0,0
Cake-Pop-Brownies-1337956,0,0,0,0,0,0,1,0,0,0,0,0,0
Cakey-Lemon-Bar-_Brownies_-1386069,0,0,0,0,0,0,1,0,0,0,0,0,0
Candy-Bar-Brownie-Cupcakes-1015712,0,0,0,0,0,0,1,0,0,0,0,0,0
Caramel-Brownies-1061400,0,0,0,0,0,0,1,0,0,0,0,0,0
Caramel-Brownies-1083436,0,0,0,0,0,0,1,0,0,0,0,0,0
Caramel-Brownies-599989,0,0,0,0,0,0,1,0,0,0,0,0,0
Caramel-Cashew-Skillet-Brownies-1001089,0,0,0,0,0,0,1,0,0,0,0,0,0
Caramel-Chocolate-Brownies-1192029,0,0,0,0,0,0,1,0,0,0,0,0,0
Caramel-Kisses-Brownies-1265509,0,0,0,0,0,0,1,0,0,0,0,0,0
Caramel-Nut-Brownie-Sundae-1638704,0,0,0,0,0,0,1,0,0,0,0,0,0
Caramel-S_mores-Brownies-1189827,0,0,0,0,0,0,1,0,0,0,0,0,0
Cassie_s-Zucchini-Brownies-1679985,0,0,0,0,0,0,1,0,0,0,0,0,0
Chai-Brownies-896943,0,0,0,0,0,0,1,0,0,0,0,0,0
Chai-Frosted-Brownies-1295720,0,0,0,0,0,0,1,0,0,0,0,0,0
Chai-Spice-Brownies-1375359,0,0,0,0,0,0,1,0,0,0,0,0,0
Cheese-Brownies-761610,0,0,0,0,0,0,1,0,0,0,0,0,0
Cheesecake-Brownie-571563,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheesecake-Brownie-Bars-1565020,0,0,0,0,0,0,1,0,0,0,0,0,0
Cheesecake-Swirl-Brownies-1300855,0,0,0,0,0,0,1,0,0,0,0,0,0
Cherry-Bliss-Brownies-AllRecipes-201487,0,0,0,0,0,0,1,0,0,0,0,0,0
Chewy-Apple-Brownies-1643511,0,0,0,0,0,0,1,1,0,0,0,0,0
Chewy-Chocolatey-Homemade-Brownies-1011150,0,0,0,0,0,0,1,0,0,0,0,0,0
Chewy-Fudge-Brownies-992511,0,0,0,0,0,0,1,0,0,0,0,0,0
Chewy-Gooey-Brownies-with-Creamy-Chocolate-Frosting-1066148,0,0,0,0,0,0,1,0,0,0,0,0,0
Chewy-Nutella-Brownies-607008,0,0,0,0,0,0,1,0,0,0,0,0,0
Chewy-Peanut-Butter-Brownies-1687255,0,0,0,0,0,0,1,0,0,0,0,0,0
Chipotle-Brownies-1615587,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate--Pumpkin-Brownies-472405,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Brownie-Breakfast-Bars-1694171,0,0,0,1,0,0,1,0,0,0,0,0,0
Chocolate-Brownie-Cake-457133,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Brownie-Pudding-1217940,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Brownie-Raspberry-Trifle-1626400,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Cheesecake-Brownies-1492759,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Chip-Brownies-1104536,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Chip-Brownies-605204,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Chip-Cookie-Dough-Brownies-473097,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Chip-Cookie-Dough-Brownies-573841,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Espresso-Pumpkin-Brownies-898980,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Fudge-Brownies-472752,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Fudge-Caramel-Brownies-1289386,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Glazed-Raspberry-Cream-Brownies-1584153,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Marshmallow-Sheet-Brownies-1640094,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Mascarpone-Brownies-786217,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Mint-Brownies-1026466,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Mint-Brownies-1550983,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Mousse-Brownies-546429,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Orange-Brownies-486679,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Raspberry-Brownies-457031,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-mint-brownies-369564,0,0,0,0,0,0,1,0,0,0,0,0,0
Christmas-Gingerbread-Chocolate-Brownie-1689796,0,0,0,0,0,0,1,0,0,0,0,0,0
Chunky-Peanut-Butter-Stuffed-Brownies-1221681,0,0,0,0,0,0,1,0,0,0,0,0,0
Classic-Brownies-1547562,0,0,0,0,0,0,1,0,0,0,0,0,0
Classic-Chewy-Brownies-1039971,0,0,0,0,0,0,1,0,0,0,0,0,0
Classic-Fudge-Walnut-Brownies-1603429,0,0,0,0,0,0,1,0,0,0,0,0,0
Classic-Mint-Chocolate-Brownies-963893,0,0,0,0,0,0,1,0,0,0,0,0,0
Clean-Eating-Zucchini-Brownies-1238397,0,0,0,0,0,0,1,0,0,0,0,0,0
Clover-Patch-Brownies-531093,0,0,0,0,0,0,1,0,0,0,0,0,0
Cocoa-Brownie-Pudding-Recipe-902969,0,0,0,0,0,0,1,0,0,0,0,0,0
Cocoa-Brownies-1048822,0,0,0,0,0,0,1,0,0,0,0,0,0
Cocoa-Brownies-1049956,0,0,0,0,0,0,1,0,0,0,0,0,0
Cocoa-Brownies-with-Browned-Butter-and-Walnuts-1316143,0,0,0,0,0,0,1,0,0,0,0,0,0
Coconut-Macadamia-Brownies-1603219,0,0,0,0,0,0,1,0,0,0,0,0,0
Coconut-Oil-Brownies-1522051,0,0,0,0,0,0,1,0,0,0,0,0,0
Coconut-Pecan-Brownies-1214179,0,0,0,0,0,0,1,0,0,0,0,0,0
Cointreau-Brownies-1630969,0,0,0,0,0,0,1,0,0,0,0,0,0
Cookie-Butter-Brownies-1474677,0,0,0,0,0,0,1,0,0,0,0,0,0
Cookie-Butter-Caramel-Swirled-Brownies-_SundaySupper-1680892,0,0,0,0,0,0,1,0,0,0,0,0,0
Cookie-Dough-Brownies-1330567,0,0,0,0,0,0,1,0,0,0,0,0,0
Cookie-Dough-Brownies-664374,0,0,0,0,0,0,1,0,0,0,0,0,0
Cookies-and-Cream-Red-Velvet-Brownies-987825,0,0,0,0,0,0,1,0,0,0,0,0,0
Cosmic-Brownies-991875,0,0,0,0,0,0,1,0,0,0,0,0,0
Cowboy-Bark-Brownies-623602,0,0,0,0,0,0,1,0,0,0,0,0,0
Crack-Brownies-993830,0,0,0,0,0,0,1,1,0,0,0,0,0
Cream-Brownie-with-prunes_-1683930,0,0,0,0,0,0,1,0,0,0,0,0,0
Cream-Cheese-Brownie-Cookies-1643362,0,0,0,0,0,0,1,0,0,0,0,0,0
Cream-Cheese-Brownie-Cupcakes-1248391,0,0,0,0,0,0,1,0,0,0,0,0,0
Cream-Cheese-Brownies-1050017,0,0,0,0,0,0,1,0,0,0,0,0,0
Creme-Egg-Brownies-1125614,0,0,0,0,0,0,1,0,0,0,0,0,0
Creole-brownies-309151,0,0,0,0,0,0,1,0,0,0,0,0,0
Crispy-Gooey-Brownie-Treats-1679386,0,0,0,0,0,0,1,0,0,0,0,0,0
Crock-Pot-Marble-Brownies-1472821,0,0,0,0,0,0,1,0,0,0,0,0,0
Dark-Chocolate-Brownie-Truffle-Sticks-with-Sea-Salt-1213500,0,0,0,0,0,0,1,0,0,0,0,0,0
Dark-Chocolate-Espresso-Coffee-Soda-Brownies-1580948,0,0,0,0,0,0,1,0,0,0,0,0,0
Dark-Chocolate-Fudge-Brownies-1572045,0,0,0,0,0,0,1,0,0,0,0,0,0
Decadent-Brownie-Pie-1632459,0,0,0,0,0,0,1,0,0,0,0,0,0
Deep-Dark-Fudgy-Brownies-478513,0,0,0,0,0,0,1,0,0,0,0,0,0
Delicious-Brownie-Sundae-Dessert-Dip_-1129835,0,0,0,0,0,0,1,0,0,0,0,0,0
Donna-Hay-chocolate-raspberry-brownies-1689795,0,0,0,0,0,0,1,0,0,0,0,0,0
Donna-Hay-salted-caramel-brownies-1678949,0,0,0,0,0,0,1,0,0,0,0,0,0
Double-Chocolate-Brownies-1103757,0,0,0,0,0,0,1,0,0,0,0,0,0
Double-Chocolate-Brownies-with-Ganache-I-Adore-Food-55294,0,0,0,0,0,0,1,0,0,0,0,0,0
Double-Chocolate-Chip-Brownies-1291167,0,0,0,0,0,0,1,0,0,0,0,0,0
Double-chocolate-walnut-brownies-345447,0,0,0,0,0,0,1,0,0,0,0,0,0
Double_Chocolate-Brownies-Martha-Stewart_1,0,0,0,0,0,0,1,0,0,0,0,0,0
Dulce-de-Leche-Brownies-1225830,0,0,0,0,0,0,1,0,0,0,0,0,0
Dulce-de-Leche-Brownies-1311445,0,0,0,0,0,0,1,0,0,0,0,0,0
Dulce-de-Leche-Brownies-1572129,0,0,0,0,0,0,1,0,0,0,0,0,0
Dulce-de-Leche-Brownies-470663,0,0,0,0,0,0,1,0,0,0,0,0,0
Dulce-de-Leche-Brownies-497340,0,0,0,0,0,0,1,0,0,0,0,0,0
Dulce-de-Leche-Brownies-969782,0,0,0,0,0,0,1,0,0,0,0,0,0
Easy-Caramel-Pretzel-Brownies-1070118,0,0,0,0,0,0,1,1,0,0,0,0,0
Easy-Chocolate-Brownies-1331674,0,0,0,0,0,0,1,0,0,0,0,0,0
Easy-Chocolate-Chip-Cheesecake-Brownies-1245036,0,0,0,0,0,0,1,0,0,0,0,0,0
Easy-Dark-Chocolate-Chunk-Brownies-1569998,0,0,0,0,0,0,1,0,0,0,0,0,0
Easy-Paleo-Brownie-1258339,0,0,0,0,0,0,1,0,0,0,0,0,0
Easy-Toffee-Bar-Brownies-1554221,0,0,0,0,0,0,1,0,0,0,0,0,0
Egg_free-Brownies-Allrecipes,0,0,0,0,0,0,1,0,0,0,0,0,0
Fast-fudgy-brownies-348276,0,0,0,0,0,0,1,0,0,0,0,0,0
Fat-Witch-Bakery_s-Legendary-Chocolate-Caramel-Brownies-1241559,0,0,0,0,0,0,1,0,0,0,0,0,0
Father_s-Day-Grillin_-Brownies-1064533,0,0,0,0,0,0,1,0,0,0,0,0,0
Fig-Brownies-1012296,0,0,0,0,0,0,1,0,0,0,0,0,0
Final-Exam-Brownies-TasteOfHome,0,0,0,0,0,0,1,0,0,0,0,0,0
Flourless-Brownies-1191047,0,0,0,0,0,0,1,0,0,0,0,0,0
Flourless-Brownies-1571869,0,0,0,0,0,0,1,0,0,0,0,0,0
Flourless-Brownies-_Sugar-Free_-Low-Carb_-1567316,0,0,0,0,0,0,1,0,0,0,0,0,0
Flourless-Caramel-Cashew-Cheesecake-Swirl-Brownies-1693528,0,0,0,0,0,0,1,0,0,0,0,0,0
Flourless-Coconut-Oil-Brownies-1531424,0,0,0,0,0,0,1,0,0,0,0,0,0
Freakin_-Fudgy-Gluten-Free-Brownies-1104222,0,0,0,0,0,0,1,0,0,0,0,0,0
French-Chocolate-Brownies-482025,0,0,0,0,0,0,1,0,0,0,0,0,0
Frosted-Cake-Brownies-TasteOfHome,0,0,0,0,0,0,1,0,0,0,0,0,0
Frozen-Brownie-Sundae-482517,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudge-Brownie-Cookies-1701236,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudge-Brownie-Larabar-Bites-1695186,0,0,0,0,0,0,1,0,0,0,0,1,0
Fudge-Brownies-1098556,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudge-Brownies-I-Allrecipes,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgey_-Gooey-Raspberry-and-Hazelnut-Brownies-I-Adore-Food_-203426,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Almond-Brownies-1619955,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Brownie-Cookies-1042214,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Brownie-Cookies-1519448,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Brownies-1075357,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Brownies-1565951,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Cocoa-Quinoa-Brownies-628160,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Coconut-Flour-Brownies-755171,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Flourless-Brownies-1082315,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Flourless-Brownies-1614403,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Marshmallow_topped-Brownies-My-Recipes,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Peanut-Butter-Cup-Brownies-1082995,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Peanut-Butter-Swirl-Brownies-1575403,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Raspberry-Brownies-1188741,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Triple-Chocolate-Avocado-Brownies-1013488,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Vegan-Avocado-Black-Bean-Protein-Brownies-1678916,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy_-chewy_-cakey-brownies-369144,0,0,0,0,0,0,1,0,0,0,0,0,0
Gingerbread-Brownies-793727,0,0,0,0,0,0,1,0,0,0,0,0,0
Gluten-Free-Peppermint-Brownies-1592313,0,0,0,0,0,0,1,0,0,0,0,0,0
Gluten-free-Quinoa-Brownies-1227395,0,0,0,0,0,0,1,0,0,0,0,0,0
Good-ol-Fashioned-Apple-Brownies-634908,0,0,0,0,0,0,1,0,0,0,0,0,0
Gooey-Fudgy-Brownie-Bars-1564905,0,0,0,0,0,0,1,0,0,0,0,0,0
Gooey-Nutella-Brownies-1330984,0,0,0,0,0,0,1,0,0,0,0,0,0
Gooey-Paleo-friendly-Fudge-Brownies-1612244,0,0,0,0,0,0,1,0,0,0,0,0,0
Gooey-peanut-butter-s_more-brownies-298525,0,0,0,0,0,0,1,0,0,0,0,0,0
Gooey-pumpkin-butterscotch-brownies-334801,0,0,0,0,0,0,1,0,0,0,0,0,0
Gotham_s-Bat-Signal-Brownies-1322350,0,0,0,0,0,0,1,0,0,0,0,0,0
Grain-Free-Blender-Brownies-1321392,0,0,0,0,0,0,1,0,0,0,0,0,0
Grasshopper-Brownies-1028784,0,0,0,0,0,0,1,0,0,0,0,0,0
Greek-Yogurt-Brownies-577165,0,0,0,0,0,0,1,0,0,0,0,0,0
Green-Tea-White-Chocolate-Brownies-630859,0,0,0,0,0,0,1,0,0,0,0,0,0
Grill-Baked-Brownies-with-Bing-Cherry-Ice-Cream-457715,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinness-Brownies-1551650,0,0,0,0,0,0,1,0,0,0,0,0,0
Hail-Mary-Football-Field-Brownies-1181891,0,0,0,0,0,0,1,0,0,0,0,0,0
Halloween-Brownies-_-Spider-Brownies-896922,0,0,0,0,0,0,1,0,0,0,0,0,0
Healthier-Brownies-1544957,0,0,0,0,0,0,1,0,0,0,0,0,0
Healthy-Brownie-Bites-1566201,0,0,0,0,0,0,1,0,0,0,0,1,0
Healthy-Brownies-747308,0,0,0,0,0,0,1,0,0,0,0,0,0
Healthy-Mocha-Brownies-1602132,0,0,0,0,0,0,1,0,0,0,0,0,0
Healthy-Quinoa-Brownies-1510006,0,0,0,0,0,0,1,0,0,0,0,0,0
Hershey_s-Stuffed-Brownies-1327319,0,0,0,0,0,0,1,0,0,0,0,0,0
Holiday-Tree-Brownies-1368420,0,0,0,0,0,0,1,0,0,0,0,0,0
Home-Made-Chocolate-Brownies-1238929,0,0,0,0,0,0,1,0,0,0,0,0,0
Homemade-Brownie-Mix-683714,0,0,0,0,0,0,1,0,0,0,0,0,0
Homemade-Chocolate-Cherry-Brownies-1597365,0,0,0,0,0,0,1,0,0,0,0,0,0
Homemade-Cosmic-Brownies-532366,0,0,0,0,0,0,1,0,0,0,0,0,0
Homemade-Fudge-Brownies-1521528,0,0,0,0,0,0,1,0,0,0,0,0,0
Homemade-Fudge-Brownies-991334,0,0,0,0,0,0,1,0,0,0,0,0,0
